ID;Scope;Kategorie;Spezifikation 1;Spezifikation 2;Spezifikation 3;Zusatzname;Kommentar;Eingang;Ausgang;Quelle;Faktor;Monatliche Eingaben;Wert-Jan (monatlich);Wert Feb (monatlich);Wert Mar (monatlich);Wert Apr (monatlich);Wert May (monatlich);Wert Jun (monatlich);Wert Jul (monatlich);Wert Aug (monatlich);Wert Sep (monatlich);Wert Oct (monatlich);Wert Nov (monatlich);Wert Dec (monatlich);Überliegende Berechnung (ID);Projekt
aoyhxtwctzg7hbn;3;Kunststoff;PP;;;;;kg;kg;EEW 2023;1,9;0;0;0;0;0;0;0;0;0;0;0;0;0;;
z8k1fc3fy7426gy;3;Mineralien und Baustoffe;Priceit;;;;;kg;kg;EEW 2023;1,52;0;0;0;0;0;0;0;0;0;0;0;0;0;;
2letu3jy8dwq9g4;1;Technische Gase;Propan;;;;;kg;kg;UBA;3;0;0;0;0;0;0;0;0;0;0;0;0;0;;
sicfzmqxcwg91zs;1;Technische Gase;Propan;;;C3H8;;kg;kg;EEW 2023;0,86;0;0;0;0;0;0;0;0;0;0;0;0;0;;
mdv0n18pt4a5aj0;3;Chemische Grundstoffe und Produkte;Propan;;; C3H8;;kg;kg;EEW 2023;0,86;0;0;0;0;0;0;0;0;0;0;0;0;0;;
5146jq88fc04769;3;Chemische Grundstoffe und Produkte;Propan;Kühlmittel;;;;kg;kg;Gemis 5.1;0,536;0;0;0;0;0;0;0;0;0;0;0;0;0;;
37nepodu2il9vs5;3;Chemische Grundstoffe und Produkte;Propan;;; C3H6;;kg;kg;EEW 2023;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;;
jzmk0803rk5tbq5;1;Technische Gase;Propen;;; C3H6;;kg;kg;EEW 2023;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ypng74nvp4rdg48;1;Technische Gase;Propen;;; C3H6;;kg;kg;Gemis 5.1;2,088;0;0;0;0;0;0;0;0;0;0;0;0;0;;
g891kfo1lkjs1ot;3;Chemische Grundstoffe und Produkte;Propen;;; C3H6;;kg;kg;Gemis 5.1;2,088;0;0;0;0;0;0;0;0;0;0;0;0;0;;
g30qydyw6zxdi5w;3;Chemische Grundstoffe und Produkte;Propylen;;;;;kg;kg;Gemis 5.1;2,088;0;0;0;0;0;0;0;0;0;0;0;0;0;;
lwftf08ynki46rf;3;Chemische Grundstoffe und Produkte;Propylenglycol;;; 3H8O2;;kg;kg;Gemis 5.1;2,158;0;0;0;0;0;0;0;0;0;0;0;0;0;;
54pdba9sj3af6iz;3;Chemische Grundstoffe und Produkte;Propylenglycol;;; C3H8O2;;kg;kg;EEW 2023;3,68;0;0;0;0;0;0;0;0;0;0;0;0;0;;
47mffk7gjjdllvw;3;Chemische Grundstoffe und Produkte;Propylenoxid;;; C3H6O;;kg;kg;EEW 2023;4,1;0;0;0;0;0;0;0;0;0;0;0;0;0;;
qy5k8ur1rppymx5;3;Kunststoff;PS;;;;;kg;kg;Gemis 5.1;2,916;0;0;0;0;0;0;0;0;0;0;0;0;0;;
xqr0dxxta9nf372;3;Kunststoff;PS;;;;;kg;kg;EEW 2023;3,78;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ogly8s65b4vpyg3;3;Chemische Grundstoffe und Produkte;PSA;;;C8H4O3;;kg;kg;EEW 2023;2,61;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ep31oyq5occmhmm;3;Kunststoff;PTFE;;;;;kg;kg;EEW 2023;120,403;0;0;0;0;0;0;0;0;0;0;0;0;0;;
4vurvezih43zxdq;3;Mineralien und Baustoffe;Pumis;;;;;kg;kg;EEW 2023;0,008;0;0;0;0;0;0;0;0;0;0;0;0;0;;
o15cwxo4g23w3tp;3;Kunststoff;PUR; Hartschaum;;;;kg;kg;Gemis 5.1;4,467;0;0;0;0;0;0;0;0;0;0;0;0;0;;
cd5we1duvch3cnn;3;Kunststoff;PUR;;;;;kg;kg;EEW 2023;5,05;0;0;0;0;0;0;0;0;0;0;0;0;0;;
j54hjsja4pjdtg2;3;Kunststoff;PUR;;;;;kg;kg;Gemis 5.1;6,324;0;0;0;0;0;0;0;0;0;0;0;0;0;;
rtn54tw0hgl1z0o;3;Mineralien und Baustoffe;Puzzolan;;;;;kg;kg;EEW 2023;0,029;0;0;0;0;0;0;0;0;0;0;0;0;0;;
07nt4osbydjz0dx;3;Kunststoff;PVC;;;;;kg;kg;Gemis 5.1;1,898;0;0;0;0;0;0;0;0;0;0;0;0;0;;
bcs2xvs85uaiij1;3;Kunststoff;PVC;;;;Emulsionsverfahren;kg;kg;Gemis 5.1;2,162;0;0;0;0;0;0;0;0;0;0;0;0;0;;
kvq0xsek3vbgzm7;3;Kunststoff;PVC;;;;Masseverfahren;kg;kg;Gemis 5.1;1,842;0;0;0;0;0;0;0;0;0;0;0;0;0;;
yimlcs8ao8j32dd;3;Kunststoff;PVC;;;;Suspensionsverfahren;kg;kg;Gemis 5.1;1,786;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ih4nyc6gccf8abo;3;Kunststoff;PVC;;;;;kg;kg;EEW 2023;1,9;0;0;0;0;0;0;0;0;0;0;0;0;0;;
gzzo8t7dyjdh6rt;3;Metalle;Pyrit;;;;;kg;kg;EEW 2023;0,008;0;0;0;0;0;0;0;0;0;0;0;0;0;;
6xq0n28x5sbbv0v;3;Mineralien und Baustoffe;Quarz;;;;;kg;kg;EEW 2023;0,24;0;0;0;0;0;0;0;0;0;0;0;0;0;;
osrual48t3n8g6j;3;Mineralien und Baustoffe;Quarzite;;;;;kg;kg;EEW 2023;0,24;0;0;0;0;0;0;0;0;0;0;0;0;0;;
4l2o9i4s6p5gkb3;3;Mineralien und Baustoffe;Quarzsand;;;;;kg;kg;Gemis 5.1;0,025;0;0;0;0;0;0;0;0;0;0;0;0;0;;
qeeahj2ut2qj6cs;3;Mineralien und Baustoffe;Quarzsand;;; SiCO2;;kg;kg;EEW 2023;0,043;0;0;0;0;0;0;0;0;0;0;0;0;0;;
5jyptz2lceae3o6;3;Metalle;Quecksilber;;;Hg;;kg;kg;EEW 2023;11,55;0;0;0;0;0;0;0;0;0;0;0;0;0;;
neiagz3qnkmmuqq;1;Technische Gase;R1150;;;;;kg;kg;UBA;4;0;0;0;0;0;0;0;0;0;0;0;0;0;;
lbutc51abkwtc4d;1;Technische Gase;R116;;;;;kg;kg;UBA;12.200;0;0;0;0;0;0;0;0;0;0;0;0;0;;
d8iydg6z9cae9vx;1;Technische Gase;R1233zd;;;;;kg;kg;UBA;4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;;
d5cnvwgw1vbyv7t;1;Technische Gase;R125;;;;;kg;kg;UBA;3.500;0;0;0;0;0;0;0;0;0;0;0;0;0;;
92omvkm9gv6wn4e;1;Technische Gase;R1270;;;;;kg;kg;UBA;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;
3ctra1vsjdriotg;1;Technische Gase;R1336mzz;;;;;kg;kg;UBA;9;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ir6pbkj0r5hx0ao;1;Technische Gase;R134;;;;;kg;kg;UBA;1.100;0;0;0;0;0;0;0;0;0;0;0;0;0;;
zj4rdv7i4xwwkql;3;Chemische Grundstoffe und Produkte;R134a​;;;;;kg;kg;Gemis 5.1;2,166;0;0;0;0;0;0;0;0;0;0;0;0;0;;
0ta2ub89ku0vxx9;1;Technische Gase;R14;;;;;kg;kg;UBA;7.390;0;0;0;0;0;0;0;0;0;0;0;0;0;;
koatakgifxowaue;1;Technische Gase;R143;;;;;kg;kg;UBA;353;0;0;0;0;0;0;0;0;0;0;0;0;0;;
32o6ymx6to85s5r;1;Technische Gase;R152;;;;;kg;kg;UBA;53;0;0;0;0;0;0;0;0;0;0;0;0;0;;
6yu1zrb21zch813;1;Technische Gase;R152a;;;;;kg;kg;UBA;124;0;0;0;0;0;0;0;0;0;0;0;0;0;;
o9x44l3c228m6ao;1;Technische Gase;R161;;;;;kg;kg;UBA;12;0;0;0;0;0;0;0;0;0;0;0;0;0;;
qigitno6qnwcnhp;1;Technische Gase;R170 ;;;;;kg;kg;UBA;6;0;0;0;0;0;0;0;0;0;0;0;0;0;;
v11b9od25sa28nc;1;Technische Gase;R216;;;;;kg;kg;UBA;17.340;0;0;0;0;0;0;0;0;0;0;0;0;0;;
dpj8xwqyt0j9zpo;1;Technische Gase;R218;;;;;kg;kg;UBA;8.830;0;0;0;0;0;0;0;0;0;0;0;0;0;;
svshnvibz0netsp;3;Chemische Grundstoffe und Produkte;R22;;;;;kg;kg;Gemis 5.1;2,269;0;0;0;0;0;0;0;0;0;0;0;0;0;;
xju8bkqsobv22hb;3;Chemische Grundstoffe und Produkte;R22;;;;;kg;kg;Gemis 5.1;2,269;0;0;0;0;0;0;0;0;0;0;0;0;0;;
lrwb2focv07soi4;1;Technische Gase;R227ea;;;;;kg;kg;UBA;3.220;0;0;0;0;0;0;0;0;0;0;0;0;0;;
yjntsd7yngn6ytz;1;Technische Gase;R236cb;;;;;kg;kg;UBA;1.340;0;0;0;0;0;0;0;0;0;0;0;0;0;;
g8ttavccdlohlg7;1;Technische Gase;R236ea;;;;;kg;kg;UBA;1.370;0;0;0;0;0;0;0;0;0;0;0;0;0;;
gxx9y7ok7jerirt;1;Technische Gase;R236fa;;;;;kg;kg;UBA;9.810;0;0;0;0;0;0;0;0;0;0;0;0;0;;
jsibpuexy8e90oi;1;Technische Gase;R239A;;;;;kg;kg;UBA;1.983;0;0;0;0;0;0;0;0;0;0;0;0;0;;
0k3rk5u58jewl0z;1;Technische Gase;R245ca;;;;;kg;kg;UBA;693;0;0;0;0;0;0;0;0;0;0;0;0;0;;
sf5f1qzliqgvbu2;1;Technische Gase;R245fa;;;;;kg;kg;UBA;1.030;0;0;0;0;0;0;0;0;0;0;0;0;0;;
2sbll337cfkd0lt;1;Technische Gase;R290 ;;;;;kg;kg;UBA;3;0;0;0;0;0;0;0;0;0;0;0;0;0;;
807rjn4oxp1owsg;1;Technische Gase;R365mfc;;;;;kg;kg;UBA;794;0;0;0;0;0;0;0;0;0;0;0;0;0;;
1v2ptohpkesnric;1;Technische Gase;R404A​;;;;;kg;kg;UBA;3.922;0;0;0;0;0;0;0;0;0;0;0;0;0;;
3t9f9don7ut8yhs;1;Technische Gase;R407A​;;;;;kg;kg;UBA;2.107;0;0;0;0;0;0;0;0;0;0;0;0;0;;
t3qv3j6fmw5e5jo;1;Technische Gase;R407B;;;;;kg;kg;UBA;2.804;0;0;0;0;0;0;0;0;0;0;0;0;0;;
baw9petz4lilgwo;1;Technische Gase;R407C;;;;;kg;kg;UBA;1.774;0;0;0;0;0;0;0;0;0;0;0;0;0;;
87w8r5ct4adiwwy;1;Technische Gase;R407D;;;;;kg;kg;UBA;1.627;0;0;0;0;0;0;0;0;0;0;0;0;0;;
5un345ipoyi3i3b;1;Technische Gase;R407E;;;;;kg;kg;UBA;1.552;0;0;0;0;0;0;0;0;0;0;0;0;0;;
gzaqykrjfbyysp7;1;Technische Gase;R407F​;;;;;kg;kg;UBA;1.825;0;0;0;0;0;0;0;0;0;0;0;0;0;;
fp1gaeqb8yjs6br;1;Technische Gase;R407G;;;;;kg;kg;UBA;1.463;0;0;0;0;0;0;0;0;0;0;0;0;0;;
xxao4d9zhckaj1x;1;Technische Gase;R41 ;;;;;kg;kg;UBA;92;0;0;0;0;0;0;0;0;0;0;0;0;0;;
2y1eq120gd0pon5;1;Technische Gase;R410A​;;;;;kg;kg;UBA;2.088;0;0;0;0;0;0;0;0;0;0;0;0;0;;
h2vlwhu5q0lsf17;1;Technische Gase;R410B;;;;;kg;kg;UBA;2.229;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ouwjnhd0ibwy3nm;1;Technische Gase;R413A​;;;;;kg;kg;UBA;2.053;0;0;0;0;0;0;0;0;0;0;0;0;0;;
v2muzn1kabxwwp3;1;Technische Gase;R417A​;;;;;kg;kg;UBA;2.346;0;0;0;0;0;0;0;0;0;0;0;0;0;;
r9cagymqim6tnwz;1;Technische Gase;R417A​;;;;;kg;kg;UBA;3.027;0;0;0;0;0;0;0;0;0;0;0;0;0;;
v6syck7zty4i74o;1;Technische Gase;R417AC;;;;;kg;kg;UBA;1.809;0;0;0;0;0;0;0;0;0;0;0;0;0;;
id1kbjwi6ln1q32;1;Technische Gase;R419A;;;;;kg;kg;UBA;2.967;0;0;0;0;0;0;0;0;0;0;0;0;0;;
hb27poji1yeayym;1;Technische Gase;R419B;;;;;kg;kg;UBA;2.384;0;0;0;0;0;0;0;0;0;0;0;0;0;;
nnhcyhg3rwbqj29;1;Technische Gase;R421A;;;;;kg;kg;UBA;2.631;0;0;0;0;0;0;0;0;0;0;0;0;0;;
f270pxn3rfpvkh1;1;Technische Gase;R421B;;;;;kg;kg;UBA;3.190;0;0;0;0;0;0;0;0;0;0;0;0;0;;
tn90q2pcoktmkfw;1;Technische Gase;R422A;;;;;kg;kg;UBA;3.143;0;0;0;0;0;0;0;0;0;0;0;0;0;;
0lbrbhia4mejki7;1;Technische Gase;R422B;;;;;kg;kg;UBA;2.526;0;0;0;0;0;0;0;0;0;0;0;0;0;;
1mfvfe14omtpcp4;1;Technische Gase;R422C;;;;;kg;kg;UBA;3.085;0;0;0;0;0;0;0;0;0;0;0;0;0;;
4c3w7ereq1r0xe9;1;Technische Gase;R422D;;;;;kg;kg;UBA;2.729;0;0;0;0;0;0;0;0;0;0;0;0;0;;
lxppndp7yxz21zg;1;Technische Gase;R422E;;;;;kg;kg;UBA;2.592;0;0;0;0;0;0;0;0;0;0;0;0;0;;
m3goxwj5g603gc3;1;Technische Gase;R423A;;;;;kg;kg;UBA;2.280;0;0;0;0;0;0;0;0;0;0;0;0;0;;
m797a3ffqzkoe3e;1;Technische Gase;R424A;;;;;kg;kg;UBA;2.440;0;0;0;0;0;0;0;0;0;0;0;0;0;;
nxcdw1hhmh9gphi;1;Technische Gase;R425A;;;;;kg;kg;UBA;1.505;0;0;0;0;0;0;0;0;0;0;0;0;0;;
h1rmt3vw1ta0lq1;1;Technische Gase;R426A;;;;;kg;kg;UBA;1.508;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ppttzilqqfkm1wf;1;Technische Gase;R427A;;;;;kg;kg;UBA;2.138;0;0;0;0;0;0;0;0;0;0;0;0;0;;
7n4t2vs79qfzz6c;1;Technische Gase;R428A;;;;;kg;kg;UBA;3.607;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ohogaylq3eqv11w;1;Technische Gase;R429A;;;;;kg;kg;UBA;14;0;0;0;0;0;0;0;0;0;0;0;0;0;;
kikrwo9r09bi27w;1;Technische Gase;R43-10mee;;;;;kg;kg;UBA;1.640;0;0;0;0;0;0;0;0;0;0;0;0;0;;
bsxb2oyvo3n6ijh;1;Technische Gase;R430A;;;;;kg;kg;UBA;95;0;0;0;0;0;0;0;0;0;0;0;0;0;;
9s8ko4m1kkx3bbw;1;Technische Gase;R431A;;;;;kg;kg;UBA;38;0;0;0;0;0;0;0;0;0;0;0;0;0;;
vju2vxpraescdpa;1;Technische Gase;R434A;;;;;kg;kg;UBA;3.245;0;0;0;0;0;0;0;0;0;0;0;0;0;;
6jfz1j6hc6dm4s1;1;Technische Gase;R435A;;;;;kg;kg;UBA;26;0;0;0;0;0;0;0;0;0;0;0;0;0;;
zqfo3aik7r64w5j;1;Technische Gase;R437A;;;;;kg;kg;UBA;1.805;0;0;0;0;0;0;0;0;0;0;0;0;0;;
atokjk2wo60izim;1;Technische Gase;R438A;;;;;kg;kg;UBA;2.265;0;0;0;0;0;0;0;0;0;0;0;0;0;;
7mnjavlzgyhhbqv;1;Technische Gase;R440A;;;;;kg;kg;UBA;144;0;0;0;0;0;0;0;0;0;0;0;0;0;;
bugc30u9t5q5wjm;1;Technische Gase;R442A;;;;;kg;kg;UBA;1.888;0;0;0;0;0;0;0;0;0;0;0;0;0;;
1yugq321lybjqqu;1;Technische Gase;R444A;;;;;kg;kg;UBA;93;0;0;0;0;0;0;0;0;0;0;0;0;0;;
v17cp6jk3suvf2d;1;Technische Gase;R444B;;;;;kg;kg;UBA;296;0;0;0;0;0;0;0;0;0;0;0;0;0;;
aubeqrrmaxol5rc;1;Technische Gase;R445A;;;;;kg;kg;UBA;135;0;0;0;0;0;0;0;0;0;0;0;0;0;;
iuidf3cp4lg84zp;1;Technische Gase;R446A;;;;;kg;kg;UBA;461;0;0;0;0;0;0;0;0;0;0;0;0;0;;
2jv6g98hx7p6z15;1;Technische Gase;R447A;;;;;kg;kg;UBA;583;0;0;0;0;0;0;0;0;0;0;0;0;0;;
kbkfw3j1xefakax;1;Technische Gase;R448A;;;;;kg;kg;UBA;1.387;0;0;0;0;0;0;0;0;0;0;0;0;0;;
qt2uha0qpgs325c;1;Technische Gase;R449A;;;;;kg;kg;UBA;1.397;0;0;0;0;0;0;0;0;0;0;0;0;0;;
8k7tr80t29z2olx;1;Technische Gase;R449B;;;;;kg;kg;UBA;1.412;0;0;0;0;0;0;0;0;0;0;0;0;0;;
nww0vau7w545sm9;1;Technische Gase;R449C;;;;;kg;kg;UBA;1.251;0;0;0;0;0;0;0;0;0;0;0;0;0;;
uul9jxzw8491jsm;1;Technische Gase;R450A;;;;;kg;kg;UBA;605;0;0;0;0;0;0;0;0;0;0;0;0;0;;
7a0regtatvwqx3o;1;Technische Gase;R451A;;;;;kg;kg;UBA;149;0;0;0;0;0;0;0;0;0;0;0;0;0;;
s7gl95vcminijk0;1;Technische Gase;R451B;;;;;kg;kg;UBA;164;0;0;0;0;0;0;0;0;0;0;0;0;0;;
m7cmg1mxfeibtl2;1;Technische Gase;R452A;;;;;kg;kg;UBA;2.140;0;0;0;0;0;0;0;0;0;0;0;0;0;;
06016ggazdvevz2;1;Technische Gase;R452B;;;;;kg;kg;UBA;698;0;0;0;0;0;0;0;0;0;0;0;0;0;;
hftd8gvu84ahiq5;1;Technische Gase;R452C;;;;;kg;kg;UBA;2.220;0;0;0;0;0;0;0;0;0;0;0;0;0;;
xucp98sqf72we0e;1;Technische Gase;R453A;;;;;kg;kg;UBA;1.765;0;0;0;0;0;0;0;0;0;0;0;0;0;;
h38vnh34ljsv2r8;1;Technische Gase;R454A;;;;;kg;kg;UBA;239;0;0;0;0;0;0;0;0;0;0;0;0;0;;
66nmj6fkbeupoz3;1;Technische Gase;R454B;;;;;kg;kg;UBA;466;0;0;0;0;0;0;0;0;0;0;0;0;0;;
gxuc01gapku2zi2;1;Technische Gase;R454C;;;;;kg;kg;UBA;148;0;0;0;0;0;0;0;0;0;0;0;0;0;;
2jvp73tr4v9hngk;1;Technische Gase;R455A;;;;;kg;kg;UBA;148;0;0;0;0;0;0;0;0;0;0;0;0;0;;
vk71qubwshldi0q;1;Technische Gase;R456A;;;;;kg;kg;UBA;687;0;0;0;0;0;0;0;0;0;0;0;0;0;;
elqlffxtcd2h5iq;1;Technische Gase;R457A;;;;;kg;kg;UBA;139;0;0;0;0;0;0;0;0;0;0;0;0;0;;
f1620o1ne4354zf;1;Technische Gase;R50;;;;;kg;kg;UBA;25;0;0;0;0;0;0;0;0;0;0;0;0;0;;
4hus3ce6p33okn8;1;Technische Gase;R507A;;;;;kg;kg;UBA;3.985;0;0;0;0;0;0;0;0;0;0;0;0;0;;
autwdgodvynn6lo;1;Technische Gase;R508A;;;;;kg;kg;UBA;13.214;0;0;0;0;0;0;0;0;0;0;0;0;0;;
t3xye3s9lm9elpv;1;Technische Gase;R508B;;;;;kg;kg;UBA;13.396;0;0;0;0;0;0;0;0;0;0;0;0;0;;
bkgz7d6t11e6vmx;1;Technische Gase;R511A;;;;;kg;kg;UBA;9;0;0;0;0;0;0;0;0;0;0;0;0;0;;
kdiuwtnzxu28482;1;Technische Gase;R512A;;;;;kg;kg;UBA;189;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ooc28p64ben5mf3;1;Technische Gase;R513A;;;;;kg;kg;UBA;631;0;0;0;0;0;0;0;0;0;0;0;0;0;;
7exypmd71r2eatc;1;Technische Gase;R513B;;;;;kg;kg;UBA;596;0;0;0;0;0;0;0;0;0;0;0;0;0;;
xco3m62hszaleea;1;Technische Gase;R514A;;;;;kg;kg;UBA;7;0;0;0;0;0;0;0;0;0;0;0;0;0;;
5ehdvvgcz31xak8;1;Technische Gase;R515A;;;;;kg;kg;UBA;393;0;0;0;0;0;0;0;0;0;0;0;0;0;;
tqz8md968oemc2f;1;Technische Gase;R600;;;;;kg;kg;UBA;4;0;0;0;0;0;0;0;0;0;0;0;0;0;;
6fo02c5dvcni9vg;1;Technische Gase;R600a​;;;;;kg;kg;UBA;3;0;0;0;0;0;0;0;0;0;0;0;0;0;;
e4mk5oxm0rhxp4b;1;Technische Gase;R702 ;;;;;kg;kg;UBA;6;0;0;0;0;0;0;0;0;0;0;0;0;0;;
oml9zuraxm7egvm;1;Technische Gase;R702 ;;;;;kg;kg;Gemis 5.1;8,239;0;0;0;0;0;0;0;0;0;0;0;0;0;;
m2753fb8l7phwse;1;Technische Gase;R702 ;;;;;kg;kg;EEW 2023;12,82;0;0;0;0;0;0;0;0;0;0;0;0;0;;
dxhwn03olulb1zh;1;Technische Gase;R717​;;;;;kg;kg;UBA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ytxf5owg7bah3vc;1;Technische Gase;R717​;;;NH3;;kg;kg;EEW 2023;2,73;0;0;0;0;0;0;0;0;0;0;0;0;0;;
xzmuhd7dorcidla;1;Technische Gase;R718 ;;;;;kg;kg;UBA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ojsotkkiesxajm1;1;Technische Gase;R723;Dimethylether - Ammoniak;;;Gemisch 60:40;kg;kg;UBA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;
yn7d97z3vr7qw1h;1;Technische Gase;R744​;;;;;kg;kg;UBA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;
chx2qltxqhotl3i;1;Direkter Brennstoffeinsatz;Rapsöl;;;;;kWh;kg;Gemis 5.1;0,135;0;0;0;0;0;0;0;0;0;0;0;0;0;;
7krf3gp0ue7f4r2;3;Mineralien und Baustoffe;Rautenspat;;; CaMgCO32;;kg;kg;EEW 2023;0,07;0;0;0;0;0;0;0;0;0;0;0;0;0;;
c0cv4xyzp072mlq;1;Technische Gase;RC318;;;;;kg;kg;UBA;10.300;0;0;0;0;0;0;0;0;0;0;0;0;0;;
cfy0qd5qtjis6c3;1;Technische Gase;RE170 ;;;;;kg;kg;UBA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;
hjc70mdvbujp1q0;3;Kunststoff;Recycling-Kunststoff;;;;;kg;kg;EEW 2023;1,16;0;0;0;0;0;0;0;0;0;0;0;0;0;;
2gwwdgs0rygjb6l;3;Chemische Grundstoffe und Produkte;Retinaphtha;;; C7H8;;kg;kg;EEW 2023;1,59;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30lzhz5zkvhg18r;3;Chemische Grundstoffe und Produkte;Retinyl;;; C9H12;;kg;kg;EEW 2023;2,32;0;0;0;0;0;0;0;0;0;0;0;0;0;;
c43alan8hptwpsm;3;Chemische Grundstoffe und Produkte;Retinyl;;;;;kg;kg;Gemis 5.1;2,238;0;0;0;0;0;0;0;0;0;0;0;0;0;;
j3qoxj4l2fbutr7;3;Metalle;Rhodium;;;Rh;;kg;kg;EEW 2023;80.426,88;0;0;0;0;0;0;0;0;0;0;0;0;0;;
pwcx7h3f6qxqry9;3;Chemische Grundstoffe und Produkte;Rohbenzin;;;;;kg;kg;EEW 2023;0,37;0;0;0;0;0;0;0;0;0;0;0;0;0;;
6onvrgeufzvdbbe;3;Metalle;Roheisen;;;;;kg;kg;ProBas;1,81;0;0;0;0;0;0;0;0;0;0;0;0;0;;
31tcfkwo3mdcqle;3;Mineralien und Baustoffe;Rubin;;; Al2O3;;kg;kg;EEW 2023;0,029;0;0;0;0;0;0;0;0;0;0;0;0;0;;
pel6j8pooahsox6;3;Chemische Grundstoffe und Produkte;Ruß;;;;;kg;kg;Gemis 5.1;0,411;0;0;0;0;0;0;0;0;0;0;0;0;0;;
jvdbucqye3v0w69;3;Mineralien und Baustoffe;Ruß;;;;;kg;kg;EEW 2023;1,87;0;0;0;0;0;0;0;0;0;0;0;0;0;;
v0gwmnymi83xdof;3;Chemische Grundstoffe und Produkte;Saccharose;;;;;kg;kg;EEW 2023;0,55;0;0;0;0;0;0;0;0;0;0;0;0;0;;
xvlh7uqlp8vby2n;3;Mineralien und Baustoffe;Salz;;; NaCI;;kg;kg;EEW 2023;0,27;0;0;0;0;0;0;0;0;0;0;0;0;0;;
hi3y6h5l95w5bl0;3;Chemische Grundstoffe und Produkte;Salzsäure;;; HCI;;kg;kg;EEW 2023;0,58;0;0;0;0;0;0;0;0;0;0;0;0;0;;
7s2gxylbmw4gjjy;3;Mineralien und Baustoffe;Sand;;;;;kg;kg;Gemis 5.1;0,005;0;0;0;0;0;0;0;0;0;0;0;0;0;;
rgh8imyrajdkyne;3;Mineralien und Baustoffe;Sand; Bausand;;;;kg;kg;EEW 2023;0,005;0;0;0;0;0;0;0;0;0;0;0;0;0;;
s1zfu80lmio1ps8;3;Mineralien und Baustoffe;Sassolin;;;;;kg;kg;EEW 2023;1,52;0;0;0;0;0;0;0;0;0;0;0;0;0;;
wpbnu5z9nxrx56x;1;Technische Gase;Sauerstoff; flüssig;;O2;;kg;kg;Gemis 5.1;0,377;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ghiue0quwvq693o;1;Technische Gase;Sauerstoff; flüssig;;O2;;kg;kg;EEW 2023;0,55;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ckwsuq5jgqsiich;1;Technische Gase;Sauerstoff; gasförmig;;O2;;kg;kg;Gemis 5.1;0,377;0;0;0;0;0;0;0;0;0;0;0;0;0;;
65e7g3et8pobjct;3;Chemische Grundstoffe und Produkte;Sauerstoff;;;O2; flüssig;kg;kg;Gemis 5.1;0,377;0;0;0;0;0;0;0;0;0;0;0;0;0;;
qc5g2emg30jqcor;3;Chemische Grundstoffe und Produkte;Sauerstoff;;;O2; flüssig;kg;kg;EEW 2023;0,55;0;0;0;0;0;0;0;0;0;0;0;0;0;;
cbwoqdqby577wvs;3;Chemische Grundstoffe und Produkte;Sauerstoff;;;O2;gasförmig;kg;kg;Gemis 5.1;0,377;0;0;0;0;0;0;0;0;0;0;0;0;0;;
yrowy1issh5y16u;1;Technische Gase;Sauerstoff flüssig; flüssig;;O2;;kg;kg;Gemis 5.1;0,377;0;0;0;0;0;0;0;0;0;0;0;0;0;;
g3lpsvricn6cu7e;1;Technische Gase;Sauerstoff flüssig; flüssig;;O2;;kg;kg;EEW 2023;0,55;0;0;0;0;0;0;0;0;0;0;0;0;0;;
8p7jjhkhflw84iv;1;Technische Gase;Sauerstoff gasförmig; gasförmig;;O2;;kg;kg;Gemis 5.1;0,377;0;0;0;0;0;0;0;0;0;0;0;0;0;;
cn0uhdgaz9pujjc;3;Mineralien und Baustoffe;Schamott;;;;;kg;kg;EEW 2023;0,87;0;0;0;0;0;0;0;0;0;0;0;0;0;;
cmy4j1y500nghlz;3;Mineralien und Baustoffe;Schamottstein;;;;;kg;kg;EEW 2023;0,87;0;0;0;0;0;0;0;0;0;0;0;0;0;;
eh0q04ji3g31c97;3;Metalle;Scheelit;;;;;kg;kg;EEW 2023;5,53;0;0;0;0;0;0;0;0;0;0;0;0;0;;
32l3vdm3uhq78lz;3;Mineralien und Baustoffe;Schiefer;;;;für Bauanwendung;kg;kg;ÖKOBAUDAT;0,501;0;0;0;0;0;0;0;0;0;0;0;0;0;;
0rx8fp0p0gleyka;3;Mineralien und Baustoffe;Schiefer;;;;;kg;kg;EEW 2023;0,009;0;0;0;0;0;0;0;0;0;0;0;0;0;;
